10	7.377632e-01	5.494472e-01
20	7.250215e-01	5.531658e-01
30	7.183026e-01	5.564925e-01
40	7.098962e-01	5.036683e-01
50	7.180995e-01	5.181709e-01
60	7.413221e-01	5.265327e-01
70	7.257661e-01	5.240503e-01
80	7.662308e-01	5.419095e-01
90	7.221826e-01	5.371658e-01
100	6.850516e-01	5.086231e-01
110	6.242503e-01	4.720804e-01
120	5.853997e-01	4.938392e-01
130	6.155068e-01	4.978693e-01
140	6.208886e-01	4.789347e-01
150	7.165965e-01	5.529648e-01
160	6.848827e-01	5.846231e-01
170	6.991568e-01	5.799296e-01
180	6.668856e-01	5.526935e-01
190	6.996349e-01	5.647839e-01
200	6.721087e-01	5.235879e-01
210	7.644887e-01	5.898995e-01
220	8.269784e-01	6.328040e-01
230	8.767230e-01	5.872764e-01
240	9.412758e-01	5.890050e-01
250	9.464669e-01	6.069648e-01
260	9.884497e-01	6.276181e-01
270	9.664969e-01	6.388040e-01
280	9.409299e-01	6.377085e-01
290	8.995574e-01	6.152060e-01
300	8.948489e-01	6.553869e-01
310	8.711330e-01	6.008241e-01
320	8.948199e-01	6.154372e-01
330	8.494749e-01	6.797688e-01
340	8.255954e-01	6.549950e-01
350	8.233632e-01	5.927035e-01
360	8.879554e-01	6.063819e-01
370	8.726911e-01	5.902714e-01
380	8.799302e-01	6.206633e-01
390	8.872355e-01	5.802915e-01
400	9.561265e-01	5.937387e-01
410	9.397005e-01	5.885025e-01
420	9.709026e-01	6.487538e-01
430	9.548077e-01	5.917688e-01
440	9.674726e-01	5.990854e-01
450	9.858953e-01	5.993869e-01
460	9.949892e-01	5.991859e-01
470	9.970505e-01	5.999397e-01
480	9.662621e-01	6.068543e-01
490	9.661293e-01	6.534573e-01
500	9.550324e-01	6.098291e-01
510	9.916580e-01	6.431759e-01
520	9.683190e-01	6.217588e-01
530	9.668771e-01	6.146734e-01
540	9.790942e-01	6.093869e-01
550	9.869593e-01	5.990854e-01
560	9.774688e-01	6.023518e-01
570	9.842838e-01	6.047940e-01
580	9.856863e-01	6.028241e-01
590	9.886603e-01	6.021910e-01
600	9.838058e-01	5.974975e-01
610	9.923453e-01	6.012965e-01
620	9.612114e-01	5.951960e-01
630	9.482401e-01	5.959497e-01
640	9.903723e-01	6.013869e-01
650	9.932736e-01	6.004824e-01
660	9.891964e-01	5.988442e-01
670	1.000000e+00	6.000000e-01
680	9.709431e-01	5.995779e-01
690	9.506683e-01	5.946533e-01
700	9.343579e-01	5.933869e-01
710	9.844523e-01	6.006734e-01
720	9.662621e-01	5.995377e-01
730	9.959616e-01	6.025628e-01
740	9.894999e-01	6.119196e-01
750	9.890742e-01	5.995879e-01
760	9.972795e-01	5.999598e-01
770	9.927978e-01	5.999196e-01
780	9.975891e-01	6.002412e-01
790	9.939839e-01	6.011055e-01
800	9.896388e-01	6.027940e-01
810	9.841406e-01	6.011859e-01
820	9.644049e-01	5.946935e-01
830	9.697394e-01	5.993769e-01
840	9.765358e-01	6.015377e-01
850	9.685293e-01	6.055276e-01
860	9.711946e-01	5.970955e-01
870	9.726542e-01	5.978693e-01
880	9.495988e-01	5.963719e-01
890	9.767381e-01	6.020704e-01
900	9.810213e-01	5.993065e-01
910	9.792794e-01	5.972864e-01
920	9.785566e-01	5.996080e-01
930	9.430187e-01	5.948744e-01
940	9.441810e-01	5.964724e-01
950	9.719712e-01	6.001307e-01
960	9.873642e-01	6.005226e-01
970	9.959155e-01	6.003920e-01
980	9.940049e-01	6.004322e-01
990	9.851781e-01	6.005327e-01
1000	9.701541e-01	5.993367e-01
1010	9.829015e-01	5.996985e-01
1020	9.843386e-01	5.987337e-01
1030	9.650946e-01	5.929548e-01
1040	9.638566e-01	6.016683e-01
1050	9.832495e-01	6.033065e-01
1060	9.890357e-01	6.021307e-01
1070	9.719949e-01	6.021709e-01
1080	9.760046e-01	5.988141e-01
1090	9.811546e-01	6.051859e-01
1100	9.802495e-01	6.023417e-01
1110	9.840370e-01	6.021709e-01
1120	9.769621e-01	6.049548e-01
1130	9.689039e-01	6.053367e-01
1140	9.942054e-01	6.002111e-01
1150	9.697983e-01	6.036683e-01
1160	9.892355e-01	6.003317e-01
1170	9.895450e-01	6.007638e-01
1180	9.452162e-01	5.954673e-01
1190	9.393322e-01	5.938693e-01
1200	9.686562e-01	5.957789e-01
1210	9.687497e-01	5.971055e-01
1220	9.710131e-01	6.015075e-01
1230	9.626049e-01	5.985025e-01
1240	9.801129e-01	5.996583e-01
1250	9.769905e-01	6.018191e-01
1260	9.744651e-01	6.011859e-01
1270	9.867536e-01	6.048945e-01
1280	9.760520e-01	6.092161e-01
1290	9.718961e-01	6.012161e-01
1300	9.945369e-01	6.010151e-01
1310	9.866533e-01	6.017990e-01
1320	9.900897e-01	6.007136e-01
1330	9.874054e-01	6.052362e-01
1340	9.787333e-01	6.516985e-01
1350	9.756668e-01	6.036382e-01
1360	9.571522e-01	6.006834e-01
1370	9.655220e-01	6.032462e-01
1380	9.665240e-01	6.031558e-01
1390	9.414244e-01	6.002010e-01
1400	9.701379e-01	6.055477e-01
1410	9.751307e-01	6.390653e-01
1420	9.864193e-01	6.412362e-01
1430	9.592663e-01	6.581106e-01
1440	9.942516e-01	6.028844e-01
1450	9.818352e-01	6.129548e-01
1460	9.804143e-01	6.318593e-01
1470	9.615543e-01	6.330553e-01
1480	9.457297e-01	6.583719e-01
1490	9.318168e-01	6.410754e-01
